# traces ,# t > 4.5 t,max
173200,70950,305.4503
173300,70952,305.5354
173400,70957,305.5946
173500,70954,305.6696
173600,70971,305.7499
173700,70981,305.8443
173800,70972,305.8599
173900,70992,306.0058
174000,71037,306.0289
174100,71043,306.1183
174200,71058,306.1965
174300,71073,306.2921
174400,71084,306.4512
174500,71118,306.5267
174600,71119,306.5832
174700,71122,306.736
174800,71111,306.6887
174900,71075,306.8192
175000,71075,306.8993
175100,71062,307.0571
175200,71079,307.0861
175300,71097,307.1749
175400,71126,307.2854
175500,71130,307.4091
175600,71130,307.5612
175700,71136,307.666
175800,71141,307.666
175900,71156,307.8345
176000,71179,307.9466
176100,71225,307.965
176200,71222,308.1066
176300,71231,308.1653
176400,71235,308.2643
176500,71254,308.4205
176600,71262,308.537
176700,71283,308.5924
176800,71277,308.7137
176900,71274,308.7121
177000,71294,308.8534
177100,71303,308.8741
177200,71324,308.9229
177300,71339,309.0739
177400,71310,309.1371
177500,71328,309.2734
177600,71369,309.239
177700,71374,309.3748
177800,71402,309.4433
177900,71397,309.5561
178000,71415,309.7223
178100,71430,309.8087
178200,71451,309.9084
178300,71458,310.0359
178400,71448,310.0578
178500,71449,310.199
178600,71460,310.3269
178700,71495,310.3585
178800,71496,310.4045
178900,71510,310.4864
179000,71516,310.483
179100,71528,310.5541
179200,71552,310.605
179300,71522,310.7639
179400,71531,310.8697
179500,71551,310.8927
179600,71554,311.0029
179700,71610,311.0388
179800,71595,311.1064
179900,71602,311.2227
180000,71581,311.1946
180100,71608,311.284
180200,71643,311.341
180300,71631,311.4528
180400,71630,311.4669
180500,71636,311.6084
180600,71710,311.6509
180700,71689,311.721
180800,71727,311.8206
180900,71752,311.9688
181000,71743,311.928
181100,71735,312.0492
181200,71759,312.0885
181300,71766,312.2208
181400,71787,312.2943
181500,71775,312.3696
181600,71758,312.5202
181700,71757,312.6451
181800,71731,312.772
181900,71768,312.7824
182000,71762,312.9377
182100,71733,313.0437
182200,71749,313.1819
182300,71742,313.2208
182400,71755,313.327
182500,71741,313.3746
182600,71710,313.4083
182700,71706,313.4847
182800,71742,313.5188
182900,71725,313.6367
183000,71736,313.7314
183100,71781,313.7409
183200,71808,313.7824
183300,71808,313.8428
183400,71767,313.8864
183500,71793,314.0295
183600,71804,314.1549
183700,71831,314.2145
183800,71839,314.3121
183900,71862,314.4185
184000,71882,314.5476
184100,71890,314.5997
184200,71918,314.6469
184300,71954,314.6477
184400,71948,314.7299
184500,71974,314.8222
184600,72023,314.9238
184700,71969,314.9407
184800,71979,314.9993
184900,71988,315.1545
185000,72025,315.2842
185100,71988,315.3649
185200,72015,315.4583
185300,72001,315.5562
185400,72006,315.6788
185500,72036,315.766
185600,72033,315.8917
185700,72043,315.9547
185800,72016,316.1071
185900,72048,316.1114
186000,72088,316.1793
186100,72060,316.2566
186200,72120,316.3279
186300,72134,316.4287
186400,72147,316.4828
186500,72190,316.5225
186600,72193,316.5943
186700,72210,316.6671
186800,72203,316.7538
186900,72227,316.8472
187000,72236,316.9586
187100,72243,317.0396
187200,72262,317.1429
187300,72266,317.2598
187400,72269,317.3296
187500,72261,317.387
187600,72247,317.3639
187700,72267,317.4713
187800,72291,317.5478
187900,72301,317.695
188000,72273,317.837
188100,72257,317.931
188200,72264,317.9183
188300,72235,318.0424
188400,72219,318.1815
188500,72234,318.3333
188600,72230,318.4441
188700,72244,318.5659
188800,72253,318.6972
188900,72281,318.7855
189000,72318,318.802
189100,72344,318.9051
189200,72358,319.0414
189300,72365,319.1494
189400,72382,319.2953
189500,72378,319.3088
189600,72368,319.3765
189700,72359,319.5061
189800,72361,319.5854
189900,72391,319.5266
190000,72384,319.6269
190100,72406,319.7881
190200,72412,319.9265
190300,72402,319.9771
190400,72406,320.0876
190500,72390,320.1826
190600,72392,320.3306
190700,72394,320.4054
190800,72392,320.45
190900,72380,320.5578
191000,72389,320.6718
191100,72422,320.7551
191200,72468,320.8692
191300,72456,320.914
191400,72484,321.0282
191500,72506,321.1378
191600,72528,321.2915
191700,72571,321.3247
191800,72579,321.4113
191900,72562,321.4754
192000,72540,321.5967
192100,72547,321.6757
192200,72560,321.754
192300,72580,321.8183
192400,72576,321.9737
192500,72597,322.0552
192600,72597,322.1237
192700,72599,322.2516
192800,72612,322.3307
192900,72555,322.3416
193000,72598,322.4259
193100,72627,322.5591
193200,72619,322.6399
193300,72607,322.7224
193400,72626,322.7763
193500,72650,322.9016
193600,72630,322.9495
193700,72658,322.9847
193800,72698,323.0958
193900,72677,323.1255
194000,72678,323.2032
194100,72633,323.3451
194200,72678,323.4482
194300,72710,323.5561
194400,72687,323.6671
194500,72708,323.7029
194600,72725,323.7677
194700,72742,323.9127
194800,72723,323.8318
194900,72716,323.9238
195000,72703,324.0556
195100,72702,324.1336
195200,72708,324.2145
195300,72772,324.1831
195400,72821,324.2656
195500,72806,324.2674
195600,72813,324.2891
195700,72843,324.2828
195800,72864,324.3729
195900,72865,324.511
196000,72843,324.5808
196100,72832,324.7066
196200,72844,324.7787
196300,72858,324.8505
196400,72874,325.0006
196500,72873,325.0641
196600,72898,325.2069
196700,72912,325.2355
196800,72921,325.3312
196900,72916,325.3947
197000,72920,325.4912
197100,72944,325.6105
197200,72916,325.6893
197300,72909,325.7538
197400,72917,325.8704
197500,72922,325.8548
197600,72937,326.0007
197700,72934,326.1079
197800,72963,326.2356
197900,72987,326.341
198000,72992,326.3661
198100,73005,326.4389
198200,72971,326.4917
198300,72968,326.6291
198400,72992,326.6945
198500,72986,326.7948
198600,72993,326.8908
198700,73013,326.969
198800,73031,327.0556
198900,73030,327.1082
199000,73054,327.1386
199100,73100,327.1462
199200,73106,327.1714
199300,73095,327.2876
199400,73104,327.3827
199500,73124,327.3914
199600,73148,327.4792
199700,73075,327.4731
199800,73083,327.52
199900,73087,327.5938
200000,73120,327.6564
200100,73112,327.7094
200200,73085,327.7663
200300,73115,327.8515
200400,73130,327.854
200500,73142,327.9963
200600,73155,328.1555
200700,73143,328.2545
200800,73177,328.3444
200900,73122,328.4161
201000,73148,328.3892
201100,73170,328.463
201200,73180,328.5088
201300,73174,328.6053
201400,73201,328.7094
201500,73227,328.8628
201600,73234,328.9174
201700,73249,329.0523
201800,73262,329.1155
201900,73286,329.2458
202000,73262,329.3253
202100,73279,329.311
202200,73292,329.4323
202300,73315,329.5641
202400,73346,329.6389
202500,73316,329.7219
202600,73313,329.8446
202700,73317,329.9704
202800,73314,330.0462
202900,73317,330.1583
203000,73313,330.1833
203100,73328,330.3108
203200,73313,330.3618
203300,73285,330.4601
203400,73315,330.5529
203500,73339,330.5855
203600,73341,330.6865
203700,73368,330.7596
203800,73376,330.8774
203900,73357,330.9973
204000,73351,331.0659
204100,73361,331.2085
204200,73404,331.2791
204300,73398,331.324
204400,73365,331.3913
204500,73399,331.4043
204600,73380,331.4709
204700,73369,331.5699
204800,73378,331.5811
204900,73378,331.7241
205000,73367,331.828
205100,73382,331.9271
205200,73396,331.9971
205300,73411,332.0839
205400,73418,332.1761
205500,73449,332.2984
205600,73449,332.4233
205700,73444,332.4716
205800,73410,332.2755
205900,73365,332.2597
206000,73374,332.3776
206100,73356,332.3645
206200,73371,332.5072
206300,73379,332.6333
206400,73387,332.72
206500,73395,332.7226
206600,73395,332.7961
206700,73412,332.8655
206800,73421,333.001
206900,73412,333.1148
207000,73376,333.144
207100,73388,333.1843
207200,73397,333.1931
207300,73422,333.2396
207400,73423,333.3252
207500,73425,333.3709
207600,73437,333.4753
207700,73449,333.5461
207800,73453,333.6485
207900,73472,333.6642
208000,73481,333.7573
208100,73474,333.8149
208200,73481,333.8629
208300,73531,333.855
208400,73488,333.9118
208500,73527,333.927
208600,73557,333.956
208700,73564,333.8583
208800,73552,333.8163
208900,73554,333.8062
209000,73560,333.8882
209100,73576,333.9002
209200,73545,333.9127
209300,73579,333.8084
209400,73605,333.8912
209500,73627,333.9216
209600,73647,333.9726
209700,73650,333.8352
209800,73652,333.9695
209900,73653,333.991
210000,73668,334.039
210100,73654,334.1093
210200,73590,334.105
210300,73614,334.1906
210400,73601,334.086
210500,73576,333.7652
210600,73578,333.8288
210700,73574,333.8188
210800,73586,333.8506
210900,73602,333.9753
211000,73616,334.0098
211100,73638,334.1526
211200,73643,334.2026
211300,73643,334.0367
211400,73621,334.0884
211500,73603,334.199
211600,73624,334.2884
211700,73632,334.3553
211800,73646,334.4875
211900,73654,334.4478
212000,73631,334.455
212100,73651,334.6
212200,73691,334.3722
212300,73678,334.469
212400,73661,334.4203
212500,73672,334.2509
212600,73702,334.2631
212700,73636,334.3286
212800,73657,334.3527
212900,73631,334.368
213000,73629,334.469
213100,73657,334.58
213200,73661,334.6682
213300,73691,334.3601
213400,73713,334.4361
213500,73719,334.572
213600,73772,334.5765
213700,73769,334.7058
213800,73805,334.3909
213900,73802,334.5201
214000,73808,334.5588
214100,73828,334.5347
214200,73841,334.5413
214300,73806,334.2608
214400,73827,334.2979
214500,73847,334.4541
214600,73822,334.4216
214700,73827,334.508
214800,73825,334.5951
214900,73798,334.6944
215000,73802,334.801
215100,73817,334.8335
215200,73827,334.9642
215300,73781,334.9686
215400,73769,335.0758
215500,73764,335.1203
215600,73798,335.1499
215700,73815,335.3024
215800,73792,335.4038
215900,73799,335.5174
216000,73773,335.5909
216100,73775,335.6075
216200,73772,335.4029
216300,73792,335.3331
216400,73816,335.4195
216500,73830,335.5446
216600,73840,335.6574
216700,73827,335.7198
216800,73864,335.7093
216900,73834,335.7594
217000,73857,335.7771
217100,73880,335.908
217200,73882,335.9877
217300,73904,336.1157
217400,73940,336.2576
217500,73959,336.3829
217600,73954,336.5219
217700,73971,336.653
217800,73998,336.79
217900,73995,336.9282
218000,74009,337.0242
218100,74020,337.1428
218200,74016,337.2641
218300,74028,337.4092
218400,74035,337.5172
218500,74026,337.654
218600,74050,337.8037
218700,74036,337.9031
218800,74068,338.0553
218900,74076,338.226
219000,74107,338.343
219100,74093,338.472
219200,74100,338.589
219300,74108,338.6836
219400,74142,338.7585
219500,74168,338.8477
219600,74179,338.9735
219700,74184,339.1191
219800,74192,339.2618
219900,74213,339.3614
220000,74228,339.5
220100,74245,339.5909
220200,74252,339.6922
220300,74268,339.7682
220400,74283,339.916
220500,74302,340.0448
220600,74284,340.1726
220700,74301,340.3127
220800,74315,340.4565
220900,74317,340.5528
221000,74329,340.651
221100,74340,340.7536
221200,74346,340.834
221300,74342,340.9724
221400,74349,341.1217
221500,74374,341.2393
221600,74381,341.3606
221700,74409,341.4736
221800,74442,341.6077
221900,74434,341.7613
222000,74464,341.8792
222100,74466,342.0219
222200,74469,342.1383
222300,74456,342.216
222400,74472,342.3188
222500,74488,342.4256
222600,74502,342.5471
222700,74488,342.676
222800,74511,342.8113
222900,74526,342.932
223000,74550,343.0348
223100,74555,343.1315
223200,74578,343.2643
223300,74585,343.4015
223400,74594,343.5319
223500,74587,343.5958
223600,74602,343.7165
223700,74630,343.8506
223800,74614,343.9974
223900,74628,344.1511
224000,74642,344.2496
224100,74642,344.3738
224200,74656,344.5286
224300,74669,344.6741
224400,74684,344.8043
224500,74699,344.9484
224600,74701,345.05
224700,74704,345.163
224800,74719,345.3092
224900,74724,345.4466
225000,74752,345.5875
225100,74766,345.6964
225200,74819,345.8014
225300,74812,345.9254
225400,74830,346.0593
225500,74834,346.2051
225600,74863,346.321
225700,74867,346.4026
225800,74875,346.545
225900,74871,346.6542
226000,74878,346.7788
226100,74856,346.8857
226200,74863,347.0241
226300,74886,347.149
226400,74883,347.2854
226500,74890,347.4144
226600,74910,347.5268
226700,74918,347.6717
226800,74924,347.776
226900,74936,347.9072
227000,74922,348.0534
227100,74931,348.1935
227200,74926,348.2726
227300,74946,348.388
227400,74956,348.5091
227500,74963,348.6196
227600,74964,348.7736
227700,74965,348.9279
227800,74975,349.0089
227900,74968,349.1527
228000,74976,349.2719
228100,75009,349.3413
228200,75019,349.48
228300,75045,349.6087
228400,75059,349.7507
228500,75061,349.8779
228600,75033,350.0097
228700,75053,350.1442
228800,75063,350.2869
228900,75058,350.4156
229000,75074,350.5164
229100,75085,350.6579
229200,75088,350.7919
229300,75117,350.9261
229400,75126,351.0366
229500,75137,351.1847
229600,75145,351.3126
229700,75153,351.423
229800,75175,351.5547
229900,75175,351.6714
230000,75192,351.7809
230100,75209,351.8926
230200,75208,352.0237
230300,75215,352.143
230400,75226,352.2627
230500,75244,352.3844
230600,75239,352.4992
230700,75249,352.631
230800,75260,352.7664
230900,75278,352.8837
231000,75288,353.0028
231100,75303,353.148
231200,75321,353.2626
231300,75342,353.3776
231400,75346,353.4866
231500,75360,353.5991
231600,75366,353.7339
231700,75362,353.8755
231800,75411,354.0066
231900,75420,354.1257
232000,75427,354.2737
232100,75423,354.3748
232200,75431,354.4967
232300,75436,354.6414
232400,75456,354.7718
232500,75463,354.9092
232600,75478,355.0224
232700,75474,355.1411
232800,75497,355.2631
232900,75489,355.3606
233000,75500,355.5053
233100,75511,355.595
233200,75522,355.7146
233300,75524,355.8157
233400,75520,355.9062
233500,75524,355.9805
233600,75533,356.1247
233700,75545,356.234
233800,75561,356.3747
233900,75572,356.4685
234000,75603,356.5883
234100,75624,356.707
234200,75647,356.8019
234300,75649,356.9291
234400,75686,357.039
234500,75688,357.1659
234600,75711,357.3215
234700,75721,357.4471
234800,75732,357.5972
234900,75728,357.6832
235000,75725,357.8032
235100,75755,357.9148
235200,75776,358.0276
235300,75771,358.1236
235400,75781,358.2612
235500,75769,358.3884
235600,75804,358.5075
235700,75823,358.6037
235800,75835,358.7361
235900,75834,358.8245
236000,75844,358.9318
236100,75865,359.07
236200,75870,359.1802
236300,75882,359.303
236400,75885,359.4071
236500,75897,359.5065
236600,75919,359.5885
236700,75936,359.6821
236800,75948,359.8002
236900,75963,359.9155
237000,75972,360.0623
237100,75993,360.1661
237200,75991,360.2863
237300,75998,360.3858
237400,75994,360.5179
237500,76020,360.6441
237600,76026,360.7601
237700,76011,360.8656
237800,76014,360.9752
237900,76037,361.1195
238000,76038,361.1991
238100,76049,361.3424
238200,76054,361.4697
238300,76070,361.5861
238400,76080,361.7299
238500,76086,361.8382
238600,76091,361.9821
238700,76105,362.0987
238800,76105,362.1964
238900,76108,362.3257
239000,76136,362.4586
239100,76131,362.5736
239200,76148,362.688
239300,76144,362.7722
239400,76144,362.89
239500,76171,362.9869
239600,76170,363.1398
239700,76160,363.2447
239800,76165,363.351
239900,76169,363.467
240000,76185,363.6026
240100,76196,363.7288
240200,76199,363.8564
240300,76220,363.9586
240400,76248,364.0625
240500,76255,364.195
240600,76264,364.3129
240700,76266,364.4447
240800,76262,364.5712
240900,76251,364.6809
241000,76270,364.8035
241100,76294,364.8889
241200,76286,365.039
241300,76285,365.1563
241400,76292,365.2866
241500,76303,365.4203
241600,76293,365.535
241700,76305,365.6471
241800,76325,365.7696
241900,76331,365.9
242000,76356,366.0249
242100,76373,366.136
242200,76388,366.2715
242300,76387,366.3779
242400,76389,366.4738
242500,76402,366.6033
242600,76401,366.7275
242700,76417,366.8508
242800,76413,366.9678
242900,76430,367.118
243000,76451,367.2147
243100,76463,367.3172
243200,76463,367.4168
243300,76472,367.5607
243400,76486,367.6831
243500,76492,367.8161
243600,76493,367.9318
243700,76523,368.0388
243800,76527,368.1577
243900,76519,368.313
244000,76534,368.4485
244100,76531,368.5773
244200,76557,368.7
244300,76560,368.8129
244400,76572,368.9599
244500,76577,369.0529
244600,76599,369.1531
244700,76611,369.266
244800,76610,369.3832
244900,76610,369.5009
245000,76626,369.62
245100,76644,369.7132
245200,76646,369.8125
245300,76653,369.9042
245400,76642,369.9921
245500,76655,370.1142
245600,76654,370.2429
245700,76675,370.3876
245800,76704,370.5161
245900,76711,370.6491
246000,76729,370.745
246100,76764,370.8862
246200,76747,371.0211
246300,76757,371.1014
246400,76750,371.2314
246500,76746,371.3286
246600,76740,371.4218
246700,76762,371.5515
246800,76789,371.6723
246900,76810,371.8063
247000,76834,371.9385
247100,76845,372.0683
247200,76855,372.1719
247300,76876,372.2985
247400,76887,372.4064
247500,76898,372.4985
247600,76919,372.5998
247700,76940,372.7459
247800,76967,372.8288
247900,76962,372.9524
248000,76964,373.0388
248100,77002,373.1659
248200,77035,373.3224
248300,77025,373.4168
248400,77051,373.523
248500,77065,373.6527
248600,77083,373.7834
248700,77094,373.8772
248800,77100,373.979
248900,77125,374.1011
249000,77113,374.2201
249100,77112,374.3363
249200,77133,374.4507
249300,77156,374.5338
249400,77174,374.6716
249500,77162,374.7706
249600,77202,374.8036
249700,77217,374.8847
249800,77230,375.0056
249900,77231,375.121
250000,77247,375.2496
250100,77251,375.3569
250200,77268,375.4594
250300,77259,375.5835
250400,77265,375.6948
250500,77270,375.7859
250600,77277,375.9012
250700,77287,376.0318
250800,77285,376.1425
250900,77316,376.2206
251000,77324,376.3187
251100,77328,376.4267
251200,77331,376.5423
251300,77343,376.6145
251400,77349,376.7316
251500,77371,376.8479
251600,77354,376.9427
251700,77367,377.0453
251800,77400,377.1772
251900,77414,377.3005
252000,77419,377.4221
252100,77433,377.542
252200,77446,377.6238
252300,77440,377.7065
252400,77456,377.7934
252500,77450,377.9144
252600,77469,378.0397
252700,77488,378.1649
252800,77512,378.2871
252900,77503,378.4047
253000,77501,378.5425
253100,77508,378.6731
253200,77535,378.7917
253300,77545,378.9218
253400,77563,379.0323
253500,77595,379.1454
253600,77585,379.2805
253700,77598,379.3859
253800,77617,379.4977
253900,77639,379.6035
254000,77661,379.6708
254100,77680,379.7514
254200,77688,379.8405
254300,77708,379.9716
254400,77715,380.0493
254500,77737,380.1811
254600,77775,380.2929
254700,77786,380.3835
254800,77810,380.4984
254900,77834,380.5827
255000,77822,380.6927
255100,77850,380.782
255200,77848,380.8324
255300,77854,380.9402
255400,77862,381.0542
255500,77877,381.1782
255600,77888,381.2954
255700,77878,381.3832
255800,77887,381.5046
255900,77892,381.5917
256000,77894,381.6954
256100,77904,381.8289
256200,77928,381.9444
256300,77956,382.0313
256400,77969,382.1546
256500,77985,382.2195
256600,78006,382.3395
256700,78020,382.4721
256800,78033,382.4177
256900,78055,382.5493
257000,78065,382.6647
257100,78074,382.759
257200,78072,382.8934
257300,78061,383.0124
